,score,time,label,n,subject,contrast
78,0.0203414015331962,0.54,t0_s0_h1,341,01,wordfreq
79,0.0386940682123476,0.56,t0_s0_h1,341,01,wordfreq
80,0.0743570793555255,0.58,t0_s0_h1,341,01,wordfreq
81,0.09037237976431944,0.6,t0_s0_h1,341,01,wordfreq
82,0.03643989758958729,-0.2,t0_s1_h0,327,01,wordfreq
83,-0.02035953745303774,-0.18,t0_s1_h0,327,01,wordfreq
84,-0.01122399940258359,-0.16,t0_s1_h0,327,01,wordfreq
85,0.0637764490134497,-0.14,t0_s1_h0,327,01,wordfreq
86,-0.05268796680008346,-0.12,t0_s1_h0,327,01,wordfreq
87,0.04105060285964866,-0.1,t0_s1_h0,327,01,wordfreq
88,0.0038522916889722368,-0.08,t0_s1_h0,327,01,wordfreq
89,0.06798122539609787,-0.06,t0_s1_h0,327,01,wordfreq
90,0.04026038500983227,-0.04,t0_s1_h0,327,01,wordfreq
91,0.06508661063258397,-0.02,t0_s1_h0,327,01,wordfreq
92,-0.13399302864734142,0.0,t0_s1_h0,327,01,wordfreq
93,-0.03194300263639423,0.02,t0_s1_h0,327,01,wordfreq
94,-0.08929974628808363,0.04,t0_s1_h0,327,01,wordfreq
95,-0.13522697074451479,0.06,t0_s1_h0,327,01,wordfreq
96,-0.030734965610253313,0.08,t0_s1_h0,327,01,wordfreq
97,0.04384578320607687,0.1,t0_s1_h0,327,01,wordfreq
98,-0.11867767768812737,0.12,t0_s1_h0,327,01,wordfreq
99,0.009862749096866684,0.14,t0_s1_h0,327,01,wordfreq
100,-0.015630864863464353,0.16,t0_s1_h0,327,01,wordfreq
101,0.013049414899228657,0.18,t0_s1_h0,327,01,wordfreq
102,0.10849088987476366,0.2,t0_s1_h0,327,01,wordfreq
103,0.05537103749917353,0.22,t0_s1_h0,327,01,wordfreq
104,0.026769776682747222,0.24,t0_s1_h0,327,01,wordfreq
105,0.021046114134548186,0.26,t0_s1_h0,327,01,wordfreq
106,0.09065400811009854,0.28,t0_s1_h0,327,01,wordfreq
107,-0.1191261407879381,0.3,t0_s1_h0,327,01,wordfreq
108,-0.016757681849347825,0.32,t0_s1_h0,327,01,wordfreq
109,0.04829723503032936,0.34,t0_s1_h0,327,01,wordfreq
110,-0.019924297105491158,0.36,t0_s1_h0,327,01,wordfreq
111,0.004701848949217883,0.38,t0_s1_h0,327,01,wordfreq
112,0.01094810769360431,0.4,t0_s1_h0,327,01,wordfreq
113,0.07967057781357172,0.42,t0_s1_h0,327,01,wordfreq
114,0.02759328246266057,0.44,t0_s1_h0,327,01,wordfreq
115,0.11742908907446063,0.46,t0_s1_h0,327,01,wordfreq
116,0.0663273793376669,0.48,t0_s1_h0,327,01,wordfreq
117,0.02630133668600516,0.5,t0_s1_h0,327,01,wordfreq
118,-0.15122255767979073,0.52,t0_s1_h0,327,01,wordfreq
119,0.014463304291332522,0.54,t0_s1_h0,327,01,wordfreq
120,-0.024651339830569524,0.56,t0_s1_h0,327,01,wordfreq
121,0.027408683045113392,0.58,t0_s1_h0,327,01,wordfreq
122,-0.022741935886668573,0.6,t0_s1_h0,327,01,wordfreq
123,0.08634260458610614,-0.2,t0_s1_h1,341,01,wordfreq
124,-0.002642101098258897,-0.18,t0_s1_h1,341,01,wordfreq
125,-0.029556980848321195,-0.16,t0_s1_h1,341,01,wordfreq
126,0.006639584020396665,-0.14,t0_s1_h1,341,01,wordfreq
127,-0.00958673908247822,-0.12,t0_s1_h1,341,01,wordfreq
128,-0.05752079557332231,-0.1,t0_s1_h1,341,01,wordfreq
129,-0.036631683089346286,-0.08,t0_s1_h1,341,01,wordfreq
130,-0.06837713774014896,-0.06,t0_s1_h1,341,01,wordfreq
131,0.09739456665408236,-0.04,t0_s1_h1,341,01,wordfreq
132,0.007285838770971266,-0.02,t0_s1_h1,341,01,wordfreq
133,-0.11021130463974546,0.0,t0_s1_h1,341,01,wordfreq
134,0.06611135434868605,0.02,t0_s1_h1,341,01,wordfreq
135,0.00507687890884382,0.04,t0_s1_h1,341,01,wordfreq
136,0.01610987389758031,0.06,t0_s1_h1,341,01,wordfreq
137,0.004648179969262028,0.08,t0_s1_h1,341,01,wordfreq
138,0.1124372695638681,0.1,t0_s1_h1,341,01,wordfreq
139,-0.03204507546537729,0.12,t0_s1_h1,341,01,wordfreq
140,0.05872260089126838,0.14,t0_s1_h1,341,01,wordfreq
141,0.052255393130959144,0.16,t0_s1_h1,341,01,wordfreq
142,0.07074563955458307,0.18,t0_s1_h1,341,01,wordfreq
143,0.057164627195783954,0.2,t0_s1_h1,341,01,wordfreq
144,0.005064117208386717,0.22,t0_s1_h1,341,01,wordfreq
145,0.02691350647280192,0.24,t0_s1_h1,341,01,wordfreq
146,0.024045393913997015,0.26,t0_s1_h1,341,01,wordfreq
147,0.054126981013240726,0.28,t0_s1_h1,341,01,wordfreq
148,0.05848560715921206,0.3,t0_s1_h1,341,01,wordfreq
149,-0.11398565779589202,0.32,t0_s1_h1,341,01,wordfreq
150,-0.01712048156594532,0.34,t0_s1_h1,341,01,wordfreq
151,-0.041114234637414586,0.36,t0_s1_h1,341,01,wordfreq
152,-0.019470088667691784,0.38,t0_s1_h1,341,01,wordfreq
153,-0.024379080935562892,0.4,t0_s1_h1,341,01,wordfreq
154,-0.09664501967318725,0.42,t0_s1_h1,341,01,wordfreq
155,-0.024423481866531566,0.44,t0_s1_h1,341,01,wordfreq
156,-0.05225796081865528,0.46,t0_s1_h1,341,01,wordfreq
157,-0.019178905368276905,0.48,t0_s1_h1,341,01,wordfreq
158,-0.08552212389617694,0.5,t0_s1_h1,341,01,wordfreq
159,-0.03828313938638627,0.52,t0_s1_h1,341,01,wordfreq
160,-0.047280231971348126,0.54,t0_s1_h1,341,01,wordfreq
161,-0.015215205250477237,0.56,t0_s1_h1,341,01,wordfreq
162,0.04029057990427322,0.58,t0_s1_h1,341,01,wordfreq
163,-0.011625273003070532,0.6,t0_s1_h1,341,01,wordfreq
164,-0.0038951843286121586,-0.2,t0_s0_h0,904,01,voiced
165,0.006539877407186437,-0.18,t0_s0_h0,904,01,voiced
166,-0.012882747668244895,-0.16,t0_s0_h0,904,01,voiced
167,-0.08359929195837248,-0.14,t0_s0_h0,904,01,voiced
168,0.025378196991693764,-0.12,t0_s0_h0,904,01,voiced
169,0.04096127245114062,-0.1,t0_s0_h0,904,01,voiced
170,-0.022250988739939317,-0.08,t0_s0_h0,904,01,voiced
171,-0.015094713549161457,-0.06,t0_s0_h0,904,01,voiced
172,0.06221829221485231,-0.04,t0_s0_h0,904,01,voiced
173,0.008530813359868748,-0.02,t0_s0_h0,904,01,voiced
174,0.024588278083527756,0.0,t0_s0_h0,904,01,voiced
175,-0.025371236538839517,0.02,t0_s0_h0,904,01,voiced
176,-0.03519592556758253,0.04,t0_s0_h0,904,01,voiced
177,0.0325934925397132,0.06,t0_s0_h0,904,01,voiced
178,0.04328710972771042,0.08,t0_s0_h0,904,01,voiced
179,0.0003184896975272912,0.1,t0_s0_h0,904,01,voiced
180,-0.01622757437881794,0.12,t0_s0_h0,904,01,voiced
181,0.0036379181689276045,0.14,t0_s0_h0,904,01,voiced
182,0.02600758316348942,0.16,t0_s0_h0,904,01,voiced
183,0.06026332873154096,0.18,t0_s0_h0,904,01,voiced
184,-0.014246768154195026,0.2,t0_s0_h0,904,01,voiced
185,0.06345966880871264,0.22,t0_s0_h0,904,01,voiced
186,0.007054135052943335,0.24,t0_s0_h0,904,01,voiced
187,0.023907486306679545,0.26,t0_s0_h0,904,01,voiced
188,-0.028747524202298626,0.28,t0_s0_h0,904,01,voiced
189,0.0035735642419438543,0.3,t0_s0_h0,904,01,voiced
190,-0.019373528250808906,0.32,t0_s0_h0,904,01,voiced
191,-0.016442037626368335,0.34,t0_s0_h0,904,01,voiced
192,0.028884342060493628,0.36,t0_s0_h0,904,01,voiced
193,0.021248081557313964,0.38,t0_s0_h0,904,01,voiced
194,0.011709320355795855,0.4,t0_s0_h0,904,01,voiced
195,0.008896118545906976,0.42,t0_s0_h0,904,01,voiced
196,0.027278161314775177,0.44,t0_s0_h0,904,01,voiced
197,0.05820153985674855,0.46,t0_s0_h0,904,01,voiced
198,-0.004018966339923742,0.48,t0_s0_h0,904,01,voiced
199,-0.0035038227034814794,0.5,t0_s0_h0,904,01,voiced
200,0.06388062220018863,0.52,t0_s0_h0,904,01,voiced
201,-0.048556405580457755,0.54,t0_s0_h0,904,01,voiced
202,-0.05245095792645223,0.56,t0_s0_h0,904,01,voiced
203,0.035277683340888294,0.58,t0_s0_h0,904,01,voiced
204,0.04225560774418201,0.6,t0_s0_h0,904,01,voiced
205,0.05993074679904555,-0.2,t0_s0_h1,890,01,voiced
206,-0.0013522987682633245,-0.18,t0_s0_h1,890,01,voiced
207,-0.019913367807021017,-0.16,t0_s0_h1,890,01,voiced
208,0.04776446278294373,-0.14,t0_s0_h1,890,01,voiced
209,-0.007545558743737534,-0.12,t0_s0_h1,890,01,voiced
210,-0.056345861541141386,-0.1,t0_s0_h1,890,01,voiced
211,0.0037726153504973364,-0.08,t0_s0_h1,890,01,voiced
212,-0.06933775877596338,-0.06,t0_s0_h1,890,01,voiced
213,-0.021306516414782838,-0.04,t0_s0_h1,890,01,voiced
214,-0.014086461809702097,-0.02,t0_s0_h1,890,01,voiced
215,0.03181657716974758,0.0,t0_s0_h1,890,01,voiced
216,-0.008608338014207236,0.02,t0_s0_h1,890,01,voiced
217,0.0161674947190866,0.04,t0_s0_h1,890,01,voiced
218,0.027558733237084774,0.06,t0_s0_h1,890,01,voiced
219,-0.029839846861708347,0.08,t0_s0_h1,890,01,voiced
220,-0.07442729859728053,0.1,t0_s0_h1,890,01,voiced
221,-0.04154123055029204,0.12,t0_s0_h1,890,01,voiced
222,-0.01911492406672276,0.14,t0_s0_h1,890,01,voiced
223,0.09431158838889578,0.16,t0_s0_h1,890,01,voiced
224,0.019932326658913244,0.18,t0_s0_h1,890,01,voiced
225,0.09524006815956482,0.2,t0_s0_h1,890,01,voiced
226,0.006458637337389559,0.22,t0_s0_h1,890,01,voiced
227,0.008358605900463771,0.24,t0_s0_h1,890,01,voiced
228,0.009695076349005979,0.26,t0_s0_h1,890,01,voiced
229,-0.03950366144919006,0.28,t0_s0_h1,890,01,voiced
230,0.0676330177148688,0.3,t0_s0_h1,890,01,voiced
231,0.022107771681108213,0.32,t0_s0_h1,890,01,voiced
232,-0.0010564393399960439,0.34,t0_s0_h1,890,01,voiced
233,0.009013080821004833,0.36,t0_s0_h1,890,01,voiced
234,-0.03785996156218323,0.38,t0_s0_h1,890,01,voiced
235,-0.026836421865508657,0.4,t0_s0_h1,890,01,voiced
236,0.008926121268637632,0.42,t0_s0_h1,890,01,voiced
237,0.028901790544749107,0.44,t0_s0_h1,890,01,voiced
238,-0.025174286077945498,0.46,t0_s0_h1,890,01,voiced
239,0.024498119473898506,0.48,t0_s0_h1,890,01,voiced
240,-0.0412769650928801,0.5,t0_s0_h1,890,01,voiced
241,0.026559735970148185,0.52,t0_s0_h1,890,01,voiced
242,-0.04445372180439168,0.54,t0_s0_h1,890,01,voiced
243,0.015577100699502884,0.56,t0_s0_h1,890,01,voiced
244,0.0209803952008756,0.58,t0_s0_h1,890,01,voiced
245,0.04890683522772109,0.6,t0_s0_h1,890,01,voiced
246,0.05895015776499984,-0.2,t0_s1_h0,904,01,voiced
247,-0.04590151336426477,-0.18,t0_s1_h0,904,01,voiced
248,-0.014670784780679253,-0.16,t0_s1_h0,904,01,voiced
249,0.010135781266364009,-0.14,t0_s1_h0,904,01,voiced
250,0.06959557132184173,-0.12,t0_s1_h0,904,01,voiced
251,-0.011121388311467048,-0.1,t0_s1_h0,904,01,voiced
252,0.01233824018049906,-0.08,t0_s1_h0,904,01,voiced
253,-0.011526197843983099,-0.06,t0_s1_h0,904,01,voiced
254,-0.02373960708101151,-0.04,t0_s1_h0,904,01,voiced
255,0.008049537847761001,-0.02,t0_s1_h0,904,01,voiced
256,-0.010729069120641562,0.0,t0_s1_h0,904,01,voiced
257,-0.004622591758895254,0.02,t0_s1_h0,904,01,voiced
258,0.0009091166576086881,0.04,t0_s1_h0,904,01,voiced
259,0.04803313287308191,0.06,t0_s1_h0,904,01,voiced
260,-0.004011193257611503,0.08,t0_s1_h0,904,01,voiced
261,-0.027432986902918382,0.1,t0_s1_h0,904,01,voiced
262,0.06297158244791008,0.12,t0_s1_h0,904,01,voiced
263,0.05548977311065439,0.14,t0_s1_h0,904,01,voiced
264,0.04594367988743675,0.16,t0_s1_h0,904,01,voiced
265,0.05432345250986009,0.18,t0_s1_h0,904,01,voiced
266,0.011152623330320943,0.2,t0_s1_h0,904,01,voiced
267,0.014513604196876275,0.22,t0_s1_h0,904,01,voiced
268,-0.03476187760486341,0.24,t0_s1_h0,904,01,voiced
269,0.01031701870269715,0.26,t0_s1_h0,904,01,voiced
270,0.027383907675775913,0.28,t0_s1_h0,904,01,voiced
271,0.0584293145847029,0.3,t0_s1_h0,904,01,voiced
272,0.05927723622795324,0.32,t0_s1_h0,904,01,voiced
273,0.039815087901185944,0.34,t0_s1_h0,904,01,voiced
274,0.04255411155853799,0.36,t0_s1_h0,904,01,voiced
275,0.018452944219221626,0.38,t0_s1_h0,904,01,voiced
276,0.05320207247363731,0.4,t0_s1_h0,904,01,voiced
277,0.08628630185450219,0.42,t0_s1_h0,904,01,voiced
278,0.011422021972146635,0.44,t0_s1_h0,904,01,voiced
279,0.044308089758509056,0.46,t0_s1_h0,904,01,voiced
280,0.021743232538898857,0.48,t0_s1_h0,904,01,voiced
281,-0.014155211390794942,0.5,t0_s1_h0,904,01,voiced
282,-0.04477058187968803,0.52,t0_s1_h0,904,01,voiced
283,-0.023556413754427526,0.54,t0_s1_h0,904,01,voiced
284,-0.030945772268479884,0.56,t0_s1_h0,904,01,voiced
285,0.018011071501762933,0.58,t0_s1_h0,904,01,voiced
286,0.032295483213806465,0.6,t0_s1_h0,904,01,voiced
287,0.028979721693592093,-0.2,t0_s1_h1,890,01,voiced
288,-0.02743554443785229,-0.18,t0_s1_h1,890,01,voiced
289,-0.04535295728283342,-0.16,t0_s1_h1,890,01,voiced
290,0.025757491663295225,-0.14,t0_s1_h1,890,01,voiced
291,0.05242148715833142,-0.12,t0_s1_h1,890,01,voiced
292,-0.018435547597355835,-0.1,t0_s1_h1,890,01,voiced
293,0.029332995327061417,-0.08,t0_s1_h1,890,01,voiced
294,0.017681438964894675,-0.06,t0_s1_h1,890,01,voiced
295,-0.046913131878266554,-0.04,t0_s1_h1,890,01,voiced
296,-0.025500025248342686,-0.02,t0_s1_h1,890,01,voiced
297,0.05135812345020114,0.0,t0_s1_h1,890,01,voiced
298,0.016778442076354195,0.02,t0_s1_h1,890,01,voiced
299,-0.006648605616580139,0.04,t0_s1_h1,890,01,voiced
300,0.09885779360335513,0.06,t0_s1_h1,890,01,voiced
301,-0.020440569991359753,0.08,t0_s1_h1,890,01,voiced
302,0.03298153443109542,0.1,t0_s1_h1,890,01,voiced
303,-0.052310801990089494,0.12,t0_s1_h1,890,01,voiced
304,0.03327205066282732,0.14,t0_s1_h1,890,01,voiced
305,0.03531014749679452,0.16,t0_s1_h1,890,01,voiced
306,0.023121220029853787,0.18,t0_s1_h1,890,01,voiced
307,0.03942515319590357,0.2,t0_s1_h1,890,01,voiced
308,0.03927241047964637,0.22,t0_s1_h1,890,01,voiced
309,-0.0168395200047949,0.24,t0_s1_h1,890,01,voiced
310,0.019998051899665838,0.26,t0_s1_h1,890,01,voiced
311,0.027604408497751334,0.28,t0_s1_h1,890,01,voiced
312,0.022458813742924657,0.3,t0_s1_h1,890,01,voiced
313,0.07903994987490397,0.32,t0_s1_h1,890,01,voiced
314,0.017644836205203983,0.34,t0_s1_h1,890,01,voiced
315,-0.03869846106051447,0.36,t0_s1_h1,890,01,voiced
316,-0.008247763472032155,0.38,t0_s1_h1,890,01,voiced
317,0.01971342132425249,0.4,t0_s1_h1,890,01,voiced
318,0.04133858617632315,0.42,t0_s1_h1,890,01,voiced
319,-0.01022055049853536,0.44,t0_s1_h1,890,01,voiced
320,-0.012484074702803116,0.46,t0_s1_h1,890,01,voiced
321,0.026579099146362268,0.48,t0_s1_h1,890,01,voiced
322,-0.006790260517847287,0.5,t0_s1_h1,890,01,voiced
323,0.05671844489237569,0.52,t0_s1_h1,890,01,voiced
324,-0.010406337052281492,0.54,t0_s1_h1,890,01,voiced
325,-0.05633892160285317,0.56,t0_s1_h1,890,01,voiced
326,0.01986786485991506,0.58,t0_s1_h1,890,01,voiced
327,0.08808808025494871,0.6,t0_s1_h1,890,01,voiced
