,score,time,label,n,subject,contrast
0,-0.046526032699468284,-0.2,t0_s0_h0,327,01,wordfreq
1,-0.0008239917375695583,-0.18,t0_s0_h0,327,01,wordfreq
2,-0.035809959919183565,-0.16,t0_s0_h0,327,01,wordfreq
3,-0.03191321584431138,-0.14,t0_s0_h0,327,01,wordfreq
4,-0.09959984107590351,-0.12,t0_s0_h0,327,01,wordfreq
5,0.06901928178122219,-0.1,t0_s0_h0,327,01,wordfreq
6,-0.0002982497509289278,-0.08,t0_s0_h0,327,01,wordfreq
7,-0.06946219669938267,-0.06,t0_s0_h0,327,01,wordfreq
8,0.003840138782629995,-0.04,t0_s0_h0,327,01,wordfreq
9,-0.13475289110713926,-0.02,t0_s0_h0,327,01,wordfreq
10,-0.05148416757342086,0.0,t0_s0_h0,327,01,wordfreq
11,-0.0025072553400497534,0.02,t0_s0_h0,327,01,wordfreq
12,-0.020480570917444686,0.04,t0_s0_h0,327,01,wordfreq
13,0.07105610848532772,0.06,t0_s0_h0,327,01,wordfreq
14,0.011231121625579958,0.08,t0_s0_h0,327,01,wordfreq
15,0.07446123553002618,0.1,t0_s0_h0,327,01,wordfreq
16,0.002368603186222533,0.12,t0_s0_h0,327,01,wordfreq
17,0.027019381423752733,0.14,t0_s0_h0,327,01,wordfreq
18,0.03373244170789484,0.16,t0_s0_h0,327,01,wordfreq
19,-0.00221543161266102,0.18,t0_s0_h0,327,01,wordfreq
20,0.02501534371903925,0.2,t0_s0_h0,327,01,wordfreq
21,0.004525971677079353,0.22,t0_s0_h0,327,01,wordfreq
22,0.05151719366081311,0.24,t0_s0_h0,327,01,wordfreq
23,0.15094990122986454,0.26,t0_s0_h0,327,01,wordfreq
24,0.01719450003887612,0.28,t0_s0_h0,327,01,wordfreq
25,-0.06251195688708164,0.3,t0_s0_h0,327,01,wordfreq
26,-0.002017431500754061,0.32,t0_s0_h0,327,01,wordfreq
27,0.03758083867115236,0.34,t0_s0_h0,327,01,wordfreq
28,0.04400176292155904,0.36,t0_s0_h0,327,01,wordfreq
29,-0.026284550451576374,0.38,t0_s0_h0,327,01,wordfreq
30,-0.015052758288156968,0.4,t0_s0_h0,327,01,wordfreq
31,0.08813783151723417,0.42,t0_s0_h0,327,01,wordfreq
32,0.07368490765358045,0.44,t0_s0_h0,327,01,wordfreq
33,0.04163564780042274,0.46,t0_s0_h0,327,01,wordfreq
34,0.07800135065036823,0.48,t0_s0_h0,327,01,wordfreq
35,0.10257202918836661,0.5,t0_s0_h0,327,01,wordfreq
36,0.12278217537950017,0.52,t0_s0_h0,327,01,wordfreq
37,0.10588697653871885,0.54,t0_s0_h0,327,01,wordfreq
38,0.14787516962398026,0.56,t0_s0_h0,327,01,wordfreq
39,0.1169440554474879,0.58,t0_s0_h0,327,01,wordfreq
40,0.06824015841776698,0.6,t0_s0_h0,327,01,wordfreq
41,0.16438540896788834,-0.2,t0_s0_h1,341,01,wordfreq
42,0.06111036328764904,-0.18,t0_s0_h1,341,01,wordfreq
